segment,vehown,income,pTAZID,aTAZID,p_DISTLRG,a_DISTLRG,trip_weight_12,trip_weight_23
2veh_hi,2,hi,1958.0,1657.0,16.0,14.0,72.28323853,0.0
2veh_hi,2,hi,1958.0,1711.0,16.0,16.0,199.3820505,0.0
2veh_hi,2,hi,1958.0,1722.0,16.0,16.0,106.9451291,0.0
2veh_hi,2,hi,1958.0,2057.0,16.0,15.0,0.0,1513.07944
2veh_hi,2,hi,1958.0,2075.0,16.0,16.0,116.48362192,0.0
2veh_hi,2,hi,1958.0,2084.0,16.0,16.0,75.46212701,0.0
2veh_hi,2,hi,1958.0,3027.0,16.0,21.0,0.0,149.60823136
2veh_hi,2,hi,1959.0,1754.0,16.0,16.0,0.0,687.659856
2veh_hi,2,hi,1959.0,2533.0,16.0,20.0,0.0,606.828384
2veh_hi,2,hi,1960.0,1439.0,16.0,12.0,0.0,26.404062
2veh_hi,2,hi,1961.0,1011.0,16.0,12.0,0.0,116.5639968
2veh_hi,2,hi,1961.0,1850.0,16.0,17.0,0.0,233.1279936
2veh_hi,2,hi,1962.0,721.0,16.0,8.0,58.24181096,0.0
2veh_hi,2,hi,1962.0,1072.0,16.0,13.0,144.56647706,0.0
2veh_hi,2,hi,1962.0,1457.0,16.0,14.0,174.72543288,0.0
2veh_hi,2,hi,1963.0,1077.0,16.0,13.0,151.6845888,0.0
2veh_hi,2,hi,1967.0,912.0,16.0,11.0,0.0,535.1406544
2veh_hi,2,hi,1967.0,965.0,16.0,12.0,0.0,179.8613
2veh_hi,2,hi,1967.0,1921.0,16.0,17.0,0.0,465.3236496
2veh_hi,2,hi,1967.0,1996.0,16.0,16.0,0.0,1070.2813088
2veh_hi,2,hi,1968.0,1074.0,16.0,13.0,130.78139656,0.0
2veh_hi,2,hi,1968.0,1138.0,16.0,13.0,162.31127994,0.0
2veh_hi,2,hi,1968.0,1524.0,16.0,14.0,162.31127994,0.0
2veh_hi,2,hi,1968.0,2031.0,16.0,15.0,162.31127994,0.0
2veh_hi,2,hi,1968.0,2838.0,16.0,21.0,65.39069828,0.0
2veh_hi,2,hi,1970.0,959.0,16.0,12.0,306.337375,0.0
2veh_hi,2,hi,1976.0,1087.0,16.0,13.0,0.0,458.8631784
2veh_hi,2,hi,1976.0,1721.0,16.0,16.0,0.0,188.50366000000002
2veh_hi,2,hi,1976.0,1742.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,1976.0,1770.0,16.0,16.0,0.0,226.204392
2veh_hi,2,hi,1976.0,1774.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,1976.0,1928.0,16.0,17.0,0.0,603.76734
2veh_hi,2,hi,1976.0,2501.0,16.0,20.0,0.0,0.0
2veh_hi,2,hi,1977.0,937.0,16.0,15.0,137.24884424,0.0
2veh_hi,2,hi,1977.0,1977.0,16.0,16.0,137.24884424,0.0
2veh_hi,2,hi,1978.0,798.0,16.0,9.0,74.74507075,0.0
2veh_hi,2,hi,1978.0,979.0,16.0,12.0,71.22292937,0.0
2veh_hi,2,hi,1978.0,998.0,16.0,14.0,142.44585874,0.0
2veh_hi,2,hi,1978.0,1079.0,16.0,13.0,137.24884424,0.0
2veh_hi,2,hi,1978.0,1081.0,16.0,13.0,137.24884424,0.0
2veh_hi,2,hi,1978.0,1084.0,16.0,13.0,65.21497387,0.0
2veh_hi,2,hi,1978.0,1087.0,16.0,13.0,65.21497387,0.0
2veh_hi,2,hi,1978.0,1142.0,16.0,13.0,65.21497387,0.0
2veh_hi,2,hi,1978.0,1330.0,16.0,12.0,106.9451291,0.0
2veh_hi,2,hi,1978.0,1337.0,16.0,12.0,65.21497387,0.0
2veh_hi,2,hi,1978.0,1492.0,16.0,14.0,150.92425402,0.0
2veh_hi,2,hi,1978.0,1640.0,16.0,12.0,65.21497387,0.0
2veh_hi,2,hi,1978.0,1741.0,16.0,16.0,142.44585874,0.0
2veh_hi,2,hi,1978.0,1963.0,16.0,16.0,53.47256455,0.0
2veh_hi,2,hi,1978.0,2014.0,16.0,16.0,212.2843808,0.0
2veh_hi,2,hi,1978.0,2064.0,16.0,16.0,0.0,142.85678352
2veh_hi,2,hi,1978.0,2104.0,16.0,16.0,130.42994774,0.0
2veh_hi,2,hi,1979.0,1072.0,16.0,13.0,106.65773546,0.0
2veh_hi,2,hi,1979.0,1892.0,16.0,17.0,69.2827608,0.0
2veh_hi,2,hi,1980.0,1051.0,16.0,14.0,106.65773546,0.0
2veh_hi,2,hi,1980.0,1573.0,16.0,12.0,50.74730331,0.0
2veh_hi,2,hi,1980.0,1826.0,16.0,17.0,0.0,91.887248
2veh_hi,2,hi,1980.0,1998.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,1980.0,2014.0,16.0,16.0,0.0,160.802684
2veh_hi,2,hi,1980.0,2104.0,16.0,16.0,106.65773546,0.0
2veh_hi,2,hi,1980.0,2870.0,16.0,21.0,138.5655216,0.0
2veh_hi,2,hi,1981.0,1212.0,16.0,12.0,163.0400423,0.0
2veh_hi,2,hi,1981.0,1387.0,16.0,12.0,0.0,429.695184
2veh_hi,2,hi,1981.0,1792.0,16.0,17.0,163.0400423,0.0
2veh_hi,2,hi,1981.0,1861.0,16.0,16.0,0.0,859.390368
2veh_hi,2,hi,1981.0,1984.0,16.0,16.0,0.0,1718.780736
2veh_hi,2,hi,1982.0,801.0,16.0,9.0,70.45136031,0.0
2veh_hi,2,hi,1982.0,1225.0,16.0,12.0,0.0,895.5758528
2veh_hi,2,hi,1982.0,1471.0,16.0,14.0,222.8711218,0.0
2veh_hi,2,hi,1982.0,1721.0,16.0,16.0,0.0,68.07108
2veh_hi,2,hi,1982.0,1781.0,16.0,16.0,0.0,323.862459
2veh_hi,2,hi,1982.0,1914.0,16.0,17.0,0.0,2050.397348
2veh_hi,2,hi,1982.0,1916.0,16.0,17.0,70.45136031,0.0
2veh_hi,2,hi,1982.0,1987.0,16.0,16.0,222.8711218,0.0
2veh_hi,2,hi,1982.0,2075.0,16.0,16.0,0.0,895.5758528
2veh_hi,2,hi,1982.0,2093.0,16.0,16.0,0.0,565.828664
2veh_hi,2,hi,1983.0,1312.0,16.0,11.0,184.24651692,0.0
2veh_hi,2,hi,1983.0,1329.0,16.0,12.0,183.05525514,0.0
2veh_hi,2,hi,1983.0,1516.0,16.0,14.0,91.52762757,0.0
2veh_hi,2,hi,1983.0,1736.0,16.0,16.0,228.666223,0.0
2veh_hi,2,hi,1983.0,2966.0,16.0,21.0,228.666223,0.0
2veh_hi,2,hi,1984.0,978.0,16.0,11.0,137.24884424,0.0
2veh_hi,2,hi,1984.0,1177.0,16.0,12.0,0.0,544.9915616
2veh_hi,2,hi,1984.0,2966.0,16.0,21.0,94.09073309,0.0
2veh_hi,2,hi,1986.0,979.0,16.0,12.0,116.48362192,0.0
2veh_hi,2,hi,1986.0,1973.0,16.0,16.0,0.0,107.11371904
2veh_hi,2,hi,1986.0,1985.0,16.0,16.0,0.0,385.55954
2veh_hi,2,hi,1986.0,1986.0,16.0,16.0,314.06588910000005,0.0
2veh_hi,2,hi,1996.0,1577.0,16.0,12.0,192.35285726,0.0
2veh_hi,2,hi,1996.0,1613.0,16.0,16.0,0.0,100.144668
2veh_hi,2,hi,1996.0,1721.0,16.0,16.0,0.0,1720.863828
2veh_hi,2,hi,1996.0,1747.0,16.0,15.0,96.17642863,0.0
2veh_hi,2,hi,1996.0,1996.0,16.0,16.0,96.17642863,0.0
2veh_hi,2,hi,1997.0,1036.0,16.0,13.0,142.44585874,0.0
2veh_hi,2,hi,1997.0,1258.0,16.0,14.0,0.0,907.133416
2veh_hi,2,hi,1997.0,1776.0,16.0,16.0,88.39395457,0.0
2veh_hi,2,hi,1997.0,1789.0,16.0,16.0,0.0,1820.0792208
2veh_hi,2,hi,1997.0,2641.0,16.0,20.0,0.0,1820.0792208
2veh_hi,2,hi,1997.0,2645.0,16.0,20.0,276.386309,0.0
2veh_hi,2,hi,1998.0,979.0,16.0,12.0,138.1931545,0.0
2veh_hi,2,hi,1998.0,1325.0,16.0,12.0,162.98685676,0.0
2veh_hi,2,hi,1999.0,1760.0,16.0,16.0,0.0,854.404312
2veh_hi,2,hi,2000.0,1452.0,16.0,14.0,0.0,0.0
2veh_hi,2,hi,2000.0,1464.0,16.0,14.0,0.0,0.0
2veh_hi,2,hi,2001.0,1076.0,16.0,13.0,101.1405522,0.0
2veh_hi,2,hi,2001.0,1077.0,16.0,13.0,202.2811044,0.0
2veh_hi,2,hi,2001.0,1908.0,16.0,17.0,199.37892084,0.0
2veh_hi,2,hi,2001.0,1964.0,16.0,15.0,199.37892084,0.0
2veh_hi,2,hi,2001.0,2076.0,16.0,16.0,99.68946042,0.0
2veh_hi,2,hi,2002.0,1663.0,16.0,14.0,176.07376176,0.0
2veh_hi,2,hi,2002.0,1918.0,16.0,17.0,209.2386774,0.0
2veh_hi,2,hi,2002.0,2823.0,16.0,21.0,88.03688088,0.0
2veh_hi,2,hi,2003.0,1042.0,16.0,14.0,205.9084028,0.0
2veh_hi,2,hi,2003.0,1127.0,16.0,13.0,65.08930793,0.0
2veh_hi,2,hi,2003.0,2110.0,16.0,17.0,130.17861586,0.0
2veh_hi,2,hi,2006.0,1036.0,15.0,13.0,0.0,2286.9073664
2veh_hi,2,hi,2006.0,1051.0,15.0,14.0,0.0,10.69821167
2veh_hi,2,hi,2006.0,1328.0,15.0,12.0,0.0,684.9242208
2veh_hi,2,hi,2006.0,1493.0,15.0,14.0,0.0,21.39642334
2veh_hi,2,hi,2006.0,1700.0,15.0,17.0,0.0,252.1372656
2veh_hi,2,hi,2007.0,1330.0,15.0,12.0,172.6878548,0.0
2veh_hi,2,hi,2007.0,1781.0,15.0,16.0,74.74507075,0.0
2veh_hi,2,hi,2007.0,1996.0,15.0,16.0,172.6878548,0.0
2veh_hi,2,hi,2010.0,1211.0,16.0,12.0,192.8711599,0.0
2veh_hi,2,hi,2010.0,1700.0,16.0,17.0,68.44000772,0.0
2veh_hi,2,hi,2010.0,1996.0,16.0,16.0,57.66910259,0.0
2veh_hi,2,hi,2010.0,2989.0,16.0,21.0,192.8711599,0.0
2veh_hi,2,hi,2011.0,995.0,16.0,14.0,0.0,352.7269
2veh_hi,2,hi,2011.0,1367.0,16.0,12.0,138.5655216,0.0
2veh_hi,2,hi,2011.0,1420.0,16.0,12.0,0.0,0.0
2veh_hi,2,hi,2011.0,1996.0,16.0,16.0,0.0,705.4538
2veh_hi,2,hi,2012.0,1660.0,16.0,14.0,168.7045435,0.0
2veh_hi,2,hi,2012.0,1996.0,16.0,16.0,0.0,31.56315264
2veh_hi,2,hi,2013.0,1369.0,16.0,12.0,0.0,78.6798664
2veh_hi,2,hi,2013.0,1573.0,16.0,12.0,0.0,72.05468
2veh_hi,2,hi,2013.0,2104.0,16.0,16.0,222.8711218,0.0
2veh_hi,2,hi,2014.0,2013.0,16.0,16.0,0.0,783.8605952
2veh_hi,2,hi,2015.0,1331.0,16.0,12.0,86.3439274,0.0
2veh_hi,2,hi,2015.0,1425.0,16.0,11.0,58.24181096,0.0
2veh_hi,2,hi,2015.0,1870.0,16.0,16.0,187.30740736,0.0
2veh_hi,2,hi,2015.0,1892.0,16.0,17.0,176.07376176,0.0
2veh_hi,2,hi,2016.0,2164.0,16.0,16.0,0.0,238.72191
2veh_hi,2,hi,2017.0,979.0,16.0,12.0,93.65517377,0.0
2veh_hi,2,hi,2018.0,1448.0,16.0,14.0,0.0,0.0
2veh_hi,2,hi,2019.0,1106.0,16.0,12.0,182.56333078,0.0
2veh_hi,2,hi,2021.0,1420.0,16.0,12.0,0.0,59.94167
2veh_hi,2,hi,2024.0,959.0,15.0,12.0,0.0,0.0
2veh_hi,2,hi,2028.0,978.0,16.0,11.0,143.2899992,0.0
2veh_hi,2,hi,2028.0,1029.0,16.0,13.0,79.1967777,0.0
2veh_hi,2,hi,2028.0,1036.0,16.0,13.0,0.0,0.0
2veh_hi,2,hi,2028.0,1163.0,16.0,14.0,0.0,0.0
2veh_hi,2,hi,2028.0,1331.0,16.0,12.0,0.0,1338.4439648
2veh_hi,2,hi,2028.0,1336.0,16.0,12.0,58.4295138,0.0
2veh_hi,2,hi,2028.0,1492.0,16.0,14.0,150.3760267,0.0
2veh_hi,2,hi,2028.0,1573.0,16.0,12.0,151.41065562,0.0
2veh_hi,2,hi,2028.0,1634.0,16.0,14.0,0.0,422.2288832
2veh_hi,2,hi,2028.0,1643.0,16.0,14.0,151.81863784,0.0
2veh_hi,2,hi,2028.0,1795.0,16.0,17.0,151.41065562,0.0
2veh_hi,2,hi,2028.0,1879.0,16.0,17.0,151.81863784,0.0
2veh_hi,2,hi,2028.0,1887.0,16.0,17.0,0.0,70.66243
2veh_hi,2,hi,2028.0,1958.0,16.0,16.0,151.81863784,0.0
2veh_hi,2,hi,2028.0,1996.0,16.0,16.0,0.0,182.9793176
2veh_hi,2,hi,2028.0,2063.0,16.0,16.0,151.41065562,0.0
2veh_hi,2,hi,2028.0,2084.0,16.0,16.0,158.3935554,0.0
2veh_hi,2,hi,2028.0,2645.0,16.0,20.0,136.23334422,0.0
2veh_hi,2,hi,2028.0,2729.0,16.0,20.0,58.4295138,0.0
2veh_hi,2,hi,2029.0,1488.0,15.0,12.0,0.0,496.5756704
2veh_hi,2,hi,2030.0,1219.0,15.0,12.0,74.98596061,0.0
2veh_hi,2,hi,2030.0,1826.0,15.0,17.0,154.37937854,0.0
2veh_hi,2,hi,2030.0,2035.0,15.0,15.0,74.98596061,0.0
2veh_hi,2,hi,2030.0,2635.0,15.0,20.0,0.0,1822.123104
2veh_hi,2,hi,2031.0,1102.0,15.0,14.0,127.62471216,0.0
2veh_hi,2,hi,2033.0,2121.0,15.0,17.0,0.0,1616.5004348000002
2veh_hi,2,hi,2035.0,926.0,15.0,15.0,448.6395918,0.0
2veh_hi,2,hi,2035.0,1792.0,15.0,17.0,0.0,804.3377312
2veh_hi,2,hi,2036.0,1657.0,15.0,14.0,0.0,0.0
2veh_hi,2,hi,2036.0,1725.0,15.0,16.0,0.0,398.3046
2veh_hi,2,hi,2036.0,1741.0,15.0,16.0,0.0,0.0
2veh_hi,2,hi,2036.0,2038.0,15.0,15.0,0.0,199.1523
2veh_hi,2,hi,2038.0,2890.0,15.0,21.0,71.45246801,0.0
2veh_hi,2,hi,2039.0,1516.0,15.0,14.0,58.58695451,0.0
2veh_hi,2,hi,2039.0,1618.0,15.0,14.0,0.0,78.66075392
2veh_hi,2,hi,2039.0,1663.0,15.0,14.0,0.0,225.31376665
2veh_hi,2,hi,2039.0,1706.0,15.0,16.0,117.17390902,0.0
2veh_hi,2,hi,2039.0,2084.0,15.0,16.0,175.76086353,0.0
2veh_hi,2,hi,2040.0,2064.0,15.0,16.0,0.0,212.7408112
2veh_hi,2,hi,2041.0,1439.0,15.0,12.0,0.0,1602.099456
2veh_hi,2,hi,2041.0,1871.0,15.0,16.0,0.0,170.23169
2veh_hi,2,hi,2041.0,2080.0,15.0,16.0,0.0,0.0
2veh_hi,2,hi,2042.0,979.0,15.0,12.0,0.0,37.11084667
2veh_hi,2,hi,2042.0,1479.0,15.0,12.0,0.0,0.0
2veh_hi,2,hi,2042.0,1480.0,15.0,12.0,0.0,148.44338668
2veh_hi,2,hi,2042.0,1888.0,15.0,17.0,0.0,0.0
2veh_hi,2,hi,2043.0,972.0,15.0,14.0,93.95700748,0.0
2veh_hi,2,hi,2043.0,1427.0,15.0,11.0,187.91401496,0.0
2veh_hi,2,hi,2043.0,1446.0,15.0,14.0,117.17390902,0.0
2veh_hi,2,hi,2043.0,1535.0,15.0,14.0,117.17390902,0.0
2veh_hi,2,hi,2043.0,2079.0,15.0,16.0,187.91401496,0.0
2veh_hi,2,hi,2043.0,2093.0,15.0,16.0,0.0,176.9802546
2veh_hi,2,hi,2044.0,998.0,15.0,14.0,221.0077862,0.0
2veh_hi,2,hi,2044.0,1007.0,15.0,14.0,0.0,103.300095
2veh_hi,2,hi,2044.0,1257.0,15.0,14.0,247.7102432,0.0
2veh_hi,2,hi,2044.0,1327.0,15.0,12.0,0.0,1366.321236
2veh_hi,2,hi,2044.0,1671.0,15.0,14.0,247.7102432,0.0
2veh_hi,2,hi,2044.0,1779.0,15.0,16.0,0.0,457.8107456
2veh_hi,2,hi,2044.0,1826.0,15.0,17.0,221.0077862,0.0
2veh_hi,2,hi,2044.0,1960.0,15.0,16.0,0.0,0.0
2veh_hi,2,hi,2044.0,2044.0,15.0,15.0,743.1307296,0.0
2veh_hi,2,hi,2044.0,2084.0,15.0,16.0,202.3648442,0.0
2veh_hi,2,hi,2045.0,1566.0,15.0,12.0,106.9403481,0.0
2veh_hi,2,hi,2045.0,1919.0,15.0,17.0,106.9403481,0.0
2veh_hi,2,hi,2045.0,1985.0,15.0,16.0,213.8806962,0.0
2veh_hi,2,hi,2046.0,1351.0,15.0,12.0,150.3760267,0.0
2veh_hi,2,hi,2048.0,965.0,15.0,12.0,0.0,0.0
2veh_hi,2,hi,2048.0,1560.0,15.0,12.0,72.7115922,0.0
2veh_hi,2,hi,2048.0,1695.0,15.0,14.0,201.8687976,0.0
2veh_hi,2,hi,2048.0,1887.0,15.0,17.0,72.7115922,0.0
2veh_hi,2,hi,2048.0,2075.0,15.0,16.0,0.0,131.29799
2veh_hi,2,hi,2048.0,2142.0,15.0,17.0,72.7115922,0.0
2veh_hi,2,hi,2048.0,2894.0,15.0,21.0,0.0,65.648995
2veh_hi,2,hi,2048.0,2897.0,15.0,21.0,0.0,65.648995
2veh_hi,2,hi,2051.0,958.0,15.0,11.0,0.0,907.997992
2veh_hi,2,hi,2051.0,1007.0,15.0,14.0,0.0,1006.9929472
2veh_hi,2,hi,2051.0,1023.0,15.0,13.0,187.40674568,0.0
2veh_hi,2,hi,2051.0,1171.0,15.0,12.0,0.0,1815.995984
2veh_hi,2,hi,2051.0,1236.0,15.0,14.0,198.65780184,0.0
2veh_hi,2,hi,2051.0,1700.0,15.0,17.0,165.35942272,0.0
2veh_hi,2,hi,2051.0,1743.0,15.0,16.0,99.32890092,0.0
2veh_hi,2,hi,2051.0,1897.0,15.0,17.0,0.0,421.3662832
2veh_hi,2,hi,2051.0,2066.0,15.0,16.0,99.32890092,0.0
2veh_hi,2,hi,2052.0,1861.0,15.0,16.0,205.2256686,0.0
2veh_hi,2,hi,2052.0,1908.0,15.0,17.0,0.0,713.523112
2veh_hi,2,hi,2052.0,1911.0,15.0,17.0,102.6128343,0.0
2veh_hi,2,hi,2052.0,2037.0,15.0,15.0,198.65780184,0.0
2veh_hi,2,hi,2052.0,2069.0,15.0,16.0,205.2256686,0.0
2veh_hi,2,hi,2052.0,2076.0,15.0,16.0,150.3760267,0.0
2veh_hi,2,hi,2052.0,2104.0,15.0,16.0,198.65780184,0.0
2veh_hi,2,hi,2053.0,924.0,16.0,15.0,0.0,331.75956
2veh_hi,2,hi,2053.0,930.0,16.0,15.0,0.0,82.93989
2veh_hi,2,hi,2053.0,1495.0,16.0,14.0,0.0,301.19128
2veh_hi,2,hi,2053.0,1634.0,16.0,14.0,0.0,0.0
2veh_hi,2,hi,2053.0,1721.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,2053.0,1987.0,16.0,16.0,0.0,597.1727
2veh_hi,2,hi,2053.0,1988.0,16.0,16.0,0.0,682.224868
2veh_hi,2,hi,2053.0,2009.0,16.0,16.0,0.0,165.87978
2veh_hi,2,hi,2053.0,2079.0,16.0,16.0,0.0,301.19128
2veh_hi,2,hi,2053.0,2088.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,2055.0,1055.0,15.0,12.0,58.4295138,0.0
2veh_hi,2,hi,2055.0,1721.0,15.0,16.0,116.8590276,0.0
2veh_hi,2,hi,2055.0,1848.0,15.0,17.0,58.4295138,0.0
2veh_hi,2,hi,2055.0,1989.0,15.0,16.0,0.0,1084.0325056
2veh_hi,2,hi,2055.0,2057.0,15.0,15.0,0.0,1240.9319472
2veh_hi,2,hi,2057.0,959.0,15.0,12.0,163.78814434,0.0
2veh_hi,2,hi,2057.0,979.0,15.0,12.0,127.62471216,0.0
2veh_hi,2,hi,2057.0,1173.0,15.0,12.0,0.0,679.264744
2veh_hi,2,hi,2057.0,1272.0,15.0,14.0,88.67883232,0.0
2veh_hi,2,hi,2057.0,1984.0,15.0,16.0,116.8590276,0.0
2veh_hi,2,hi,2057.0,2002.0,15.0,16.0,127.62471216,0.0
2veh_hi,2,hi,2057.0,2084.0,15.0,16.0,184.84031016,0.0
2veh_hi,2,hi,2057.0,2105.0,15.0,17.0,88.67883232,0.0
2veh_hi,2,hi,2058.0,780.0,16.0,9.0,0.0,140.69727334
2veh_hi,2,hi,2058.0,965.0,16.0,12.0,0.0,0.0
2veh_hi,2,hi,2058.0,1643.0,16.0,14.0,0.0,0.0
2veh_hi,2,hi,2058.0,2014.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,2058.0,2058.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,2058.0,2623.0,16.0,20.0,0.0,0.0
2veh_hi,2,hi,2062.0,978.0,16.0,11.0,0.0,135.3961
2veh_hi,2,hi,2062.0,1612.0,16.0,16.0,150.3760267,0.0
2veh_hi,2,hi,2062.0,1714.0,16.0,15.0,186.12841832,0.0
2veh_hi,2,hi,2062.0,1800.0,16.0,16.0,109.2259855,0.0
2veh_hi,2,hi,2062.0,1826.0,16.0,17.0,109.2259855,0.0
2veh_hi,2,hi,2062.0,1962.0,16.0,16.0,218.451971,0.0
2veh_hi,2,hi,2062.0,2153.0,16.0,17.0,93.06420916,0.0
2veh_hi,2,hi,2063.0,2011.0,16.0,16.0,0.0,457.8107456
2veh_hi,2,hi,2064.0,1352.0,16.0,12.0,208.2063402,0.0
2veh_hi,2,hi,2064.0,2081.0,16.0,16.0,416.4126804,0.0
2veh_hi,2,hi,2064.0,2084.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,2064.0,2178.0,16.0,16.0,0.0,0.0
2veh_hi,2,hi,2064.0,2636.0,16.0,20.0,0.0,0.0
2veh_hi,2,hi,2064.0,2771.0,16.0,20.0,220.1130066,0.0
2veh_hi,2,hi,2065.0,1363.0,16.0,12.0,0.0,301.19128
2veh_hi,2,hi,2065.0,1987.0,16.0,16.0,0.0,301.19128
2veh_hi,2,hi,2066.0,999.0,16.0,14.0,224.2734826,0.0
2veh_hi,2,hi,2066.0,1231.0,16.0,14.0,238.14815420999997,0.0
2veh_hi,2,hi,2066.0,1479.0,16.0,12.0,79.38271807,0.0
2veh_hi,2,hi,2066.0,1659.0,16.0,14.0,158.76543614,0.0
2veh_hi,2,hi,2066.0,1770.0,16.0,16.0,256.6141994,0.0
2veh_hi,2,hi,2066.0,1872.0,16.0,17.0,224.2734826,0.0
2veh_hi,2,hi,2066.0,1981.0,16.0,16.0,0.0,350.516712
2veh_hi,2,hi,2066.0,2039.0,16.0,15.0,238.14815420999997,0.0
2veh_hi,2,hi,2066.0,2066.0,16.0,16.0,128.3070997,0.0
2veh_hi,2,hi,2066.0,2096.0,16.0,16.0,79.38271807,0.0
2veh_hi,2,hi,2067.0,641.0,16.0,8.0,84.33421868,0.0
2veh_hi,2,hi,2067.0,1435.0,16.0,15.0,141.7893157,0.0
2veh_hi,2,hi,2067.0,1615.0,16.0,12.0,0.0,230.182665
2veh_hi,2,hi,2067.0,1886.0,16.0,16.0,141.7893157,0.0
2veh_hi,2,hi,2067.0,2067.0,16.0,16.0,168.66843736,0.0
2veh_hi,2,hi,2069.0,880.0,16.0,9.0,296.2817814,0.0
2veh_hi,2,hi,2069.0,967.0,16.0,12.0,98.52097402,0.0
2veh_hi,2,hi,2069.0,1029.0,16.0,13.0,0.0,97.4632968
2veh_hi,2,hi,2069.0,1082.0,16.0,13.0,98.52097402,0.0
2veh_hi,2,hi,2069.0,1214.0,16.0,12.0,166.61676038,0.0
2veh_hi,2,hi,2069.0,1425.0,16.0,11.0,0.0,150.07237998
2veh_hi,2,hi,2069.0,1668.0,16.0,17.0,402.6975528,0.0
2veh_hi,2,hi,2069.0,1702.0,16.0,16.0,168.66843736,0.0
2veh_hi,2,hi,2069.0,1793.0,16.0,17.0,0.0,370.2415848
2veh_hi,2,hi,2069.0,1847.0,16.0,17.0,308.8626042,0.0
2veh_hi,2,hi,2069.0,2075.0,16.0,16.0,197.04194804,0.0
2veh_hi,2,hi,2070.0,965.0,16.0,12.0,0.0,180.65909536
2veh_hi,2,hi,2070.0,1102.0,16.0,14.0,167.06571606,0.0
2veh_hi,2,hi,2070.0,1213.0,16.0,12.0,0.0,252.38718668
2veh_hi,2,hi,2070.0,1634.0,16.0,14.0,668.26286424,0.0
2veh_hi,2,hi,2070.0,1810.0,16.0,16.0,127.4318992,0.0
2veh_hi,2,hi,2070.0,2070.0,16.0,16.0,0.0,180.65909536
2veh_hi,2,hi,2071.0,1029.0,16.0,13.0,224.2734826,0.0
2veh_hi,2,hi,2071.0,1327.0,16.0,12.0,0.0,348.2802144
2veh_hi,2,hi,2071.0,1630.0,16.0,14.0,83.53285803,0.0
2veh_hi,2,hi,2071.0,1834.0,16.0,17.0,0.0,726.4232912
2veh_hi,2,hi,2071.0,1970.0,16.0,16.0,333.23352076,0.0
2veh_hi,2,hi,2071.0,2066.0,16.0,16.0,83.53285803,0.0
2veh_hi,2,hi,2071.0,2984.0,16.0,21.0,0.0,74.08136936
2veh_hi,2,hi,2072.0,2013.0,15.0,16.0,0.0,1042.563978
2veh_hi,2,hi,2072.0,2084.0,15.0,16.0,349.3242636,0.0
2veh_hi,2,hi,2072.0,2118.0,15.0,16.0,174.6621318,0.0
2veh_hi,2,hi,2073.0,979.0,16.0,12.0,163.78814434,0.0
2veh_hi,2,hi,2073.0,1215.0,16.0,12.0,158.3935554,0.0
2veh_hi,2,hi,2073.0,1967.0,16.0,16.0,0.0,667.4523768
2veh_hi,2,hi,2075.0,2076.0,16.0,16.0,0.0,176.387412
2veh_hi,2,hi,2076.0,1301.0,16.0,14.0,239.2744454,0.0
2veh_hi,2,hi,2077.0,1249.0,16.0,12.0,129.82878688,0.0
2veh_hi,2,hi,2077.0,1326.0,16.0,12.0,0.0,715.3644
2veh_hi,2,hi,2077.0,1337.0,16.0,12.0,70.89465785,0.0
2veh_hi,2,hi,2077.0,1567.0,16.0,12.0,107.5972581,0.0
2veh_hi,2,hi,2077.0,1572.0,16.0,12.0,107.5972581,0.0
2veh_hi,2,hi,2077.0,1592.0,16.0,12.0,0.0,357.6822
2veh_hi,2,hi,2077.0,1663.0,16.0,14.0,70.89465785,0.0
2veh_hi,2,hi,2077.0,1750.0,16.0,16.0,107.5972581,0.0
2veh_hi,2,hi,2077.0,1829.0,16.0,17.0,183.71206482,0.0
2veh_hi,2,hi,2077.0,2077.0,16.0,16.0,107.5972581,0.0
2veh_hi,2,hi,2078.0,927.0,16.0,15.0,197.04194804,0.0
2veh_hi,2,hi,2078.0,979.0,16.0,12.0,234.7718016,0.0
2veh_hi,2,hi,2078.0,1034.0,16.0,13.0,240.3910052,0.0
2veh_hi,2,hi,2078.0,1598.0,16.0,12.0,0.0,252.1372656
2veh_hi,2,hi,2078.0,1862.0,16.0,17.0,141.7893157,0.0
2veh_hi,2,hi,2078.0,2078.0,16.0,16.0,240.3910052,0.0
2veh_hi,2,hi,2078.0,2128.0,16.0,16.0,141.7893157,0.0
2veh_hi,2,hi,2078.0,2834.0,16.0,21.0,234.7718016,0.0
2veh_hi,2,hi,2079.0,1469.0,16.0,12.0,113.12252688,0.0
2veh_hi,2,hi,2079.0,1971.0,16.0,16.0,0.0,194.66128
2veh_hi,2,hi,2079.0,2077.0,16.0,16.0,0.0,48.66532
2veh_hi,2,hi,2079.0,2079.0,16.0,16.0,0.0,48.66532
