segment,vehown,income,pTAZID,aTAZID,p_DISTLRG,a_DISTLRG,trip_weight_12,trip_weight_23
1veh_lo,1,lo,1560.0,1611.0,12.0,16.0,0.0,172.45451
1veh_lo,1,lo,1560.0,1741.0,12.0,16.0,0.0,172.45451
1veh_lo,1,lo,1561.0,965.0,12.0,12.0,0.0,327.81505998
1veh_lo,1,lo,1567.0,1802.0,12.0,17.0,255.573771,0.0
1veh_lo,1,lo,1569.0,1449.0,12.0,14.0,0.0,60.67024666
1veh_lo,1,lo,1576.0,1167.0,12.0,14.0,255.573771,0.0
1veh_lo,1,lo,1576.0,1780.0,12.0,16.0,138.8154788,0.0
1veh_lo,1,lo,1577.0,1987.0,12.0,16.0,277.6309576,0.0
1veh_lo,1,lo,1578.0,1095.0,12.0,14.0,561.4662798,0.0
1veh_lo,1,lo,1582.0,1252.0,12.0,12.0,744.5437932,0.0
1veh_lo,1,lo,1590.0,1636.0,12.0,14.0,0.0,320.112456
1veh_lo,1,lo,1604.0,1534.0,12.0,14.0,0.0,675.5814932
1veh_lo,1,lo,1605.0,1734.0,12.0,16.0,0.0,0.0
1veh_lo,1,lo,1605.0,1762.0,12.0,16.0,0.0,0.0
1veh_lo,1,lo,1605.0,1898.0,12.0,17.0,0.0,69.72157332
1veh_lo,1,lo,1608.0,1212.0,16.0,12.0,0.0,179.878244
1veh_lo,1,lo,1619.0,1686.0,14.0,14.0,0.0,56.901672000000005
1veh_lo,1,lo,1621.0,1663.0,14.0,14.0,0.0,95.2673148
1veh_lo,1,lo,1621.0,1686.0,14.0,14.0,0.0,18.967224
1veh_lo,1,lo,1623.0,978.0,14.0,11.0,0.0,450.2794192
1veh_lo,1,lo,1623.0,1102.0,14.0,14.0,192.9821199,0.0
1veh_lo,1,lo,1623.0,1426.0,14.0,12.0,0.0,390.6717
1veh_lo,1,lo,1623.0,1629.0,14.0,14.0,0.0,78.13434
1veh_lo,1,lo,1625.0,984.0,14.0,12.0,0.0,146.0908936
1veh_lo,1,lo,1626.0,1159.0,12.0,14.0,685.391379,0.0
1veh_lo,1,lo,1626.0,1795.0,12.0,17.0,685.391379,0.0
1veh_lo,1,lo,1628.0,654.0,14.0,8.0,0.0,6.523134
1veh_lo,1,lo,1628.0,720.0,14.0,8.0,0.0,0.0
1veh_lo,1,lo,1628.0,1622.0,14.0,14.0,0.0,0.0
1veh_lo,1,lo,1628.0,1795.0,14.0,17.0,0.0,3.261567
1veh_lo,1,lo,1628.0,2102.0,14.0,16.0,0.0,94.83612000000001
1veh_lo,1,lo,1629.0,1214.0,14.0,12.0,471.9891662,0.0
1veh_lo,1,lo,1630.0,980.0,14.0,12.0,186.47425632,0.0
1veh_lo,1,lo,1630.0,1253.0,14.0,14.0,247.6617374,0.0
1veh_lo,1,lo,1630.0,1475.0,14.0,14.0,0.0,52.53533333
1veh_lo,1,lo,1630.0,1495.0,14.0,14.0,0.0,0.0
1veh_lo,1,lo,1631.0,1029.0,12.0,13.0,255.573771,0.0
1veh_lo,1,lo,1632.0,965.0,12.0,12.0,0.0,0.0
1veh_lo,1,lo,1632.0,1051.0,12.0,14.0,0.0,0.0
1veh_lo,1,lo,1632.0,1229.0,12.0,14.0,0.0,30.78875
1veh_lo,1,lo,1635.0,1097.0,14.0,14.0,0.0,306.6931968
1veh_lo,1,lo,1637.0,1480.0,14.0,12.0,202.5678384,0.0
1veh_lo,1,lo,1637.0,1795.0,14.0,17.0,93.23712816,0.0
1veh_lo,1,lo,1640.0,1141.0,12.0,13.0,0.0,115.70672896
1veh_lo,1,lo,1645.0,1051.0,14.0,14.0,93.23712816,0.0
1veh_lo,1,lo,1659.0,1506.0,14.0,14.0,186.47425632,0.0
1veh_lo,1,lo,1671.0,1051.0,14.0,14.0,0.0,319.60708002
1veh_lo,1,lo,1672.0,1052.0,14.0,14.0,0.0,371.0907936
1veh_lo,1,lo,1676.0,1161.0,14.0,14.0,398.9044422,0.0
1veh_lo,1,lo,1676.0,1749.0,14.0,16.0,398.9044422,0.0
1veh_lo,1,lo,1678.0,1686.0,14.0,14.0,150.1754166,0.0
1veh_lo,1,lo,1685.0,1788.0,14.0,17.0,126.9271402,0.0
1veh_lo,1,lo,1685.0,1802.0,14.0,17.0,126.9271402,0.0
1veh_lo,1,lo,1688.0,1363.0,14.0,12.0,0.0,62.173706
1veh_lo,1,lo,1689.0,1580.0,14.0,12.0,0.0,144.18068666
1veh_lo,1,lo,1701.0,1739.0,16.0,16.0,294.7068652,0.0
1veh_lo,1,lo,1701.0,1988.0,16.0,16.0,0.0,160.2878082
1veh_lo,1,lo,1704.0,1212.0,16.0,12.0,1337.47406,0.0
1veh_lo,1,lo,1706.0,1326.0,16.0,12.0,200.0878256,0.0
1veh_lo,1,lo,1707.0,1051.0,16.0,14.0,0.0,537.2592304
1veh_lo,1,lo,1707.0,1213.0,16.0,12.0,0.0,537.2592304
1veh_lo,1,lo,1708.0,1032.0,16.0,13.0,466.2106614,0.0
1veh_lo,1,lo,1712.0,978.0,16.0,11.0,0.0,103.506832
1veh_lo,1,lo,1712.0,1258.0,16.0,14.0,332.1814204,0.0
1veh_lo,1,lo,1712.0,1816.0,16.0,17.0,332.1814204,0.0
1veh_lo,1,lo,1712.0,1861.0,16.0,16.0,0.0,103.506832
1veh_lo,1,lo,1712.0,1985.0,16.0,16.0,0.0,91.76038666
1veh_lo,1,lo,1725.0,970.0,16.0,12.0,114.8186854,0.0
1veh_lo,1,lo,1727.0,2075.0,16.0,16.0,92.09563757,0.0
1veh_lo,1,lo,1732.0,1615.0,15.0,12.0,0.0,903.5629968
1veh_lo,1,lo,1764.0,1824.0,16.0,17.0,184.19127514,0.0
1veh_lo,1,lo,1771.0,1971.0,16.0,16.0,0.0,399.7973988
1veh_lo,1,lo,1779.0,1961.0,16.0,16.0,0.0,383.2833216
1veh_lo,1,lo,1780.0,1051.0,16.0,14.0,466.2106614,0.0
1veh_lo,1,lo,1781.0,1897.0,16.0,17.0,489.259291,0.0
1veh_lo,1,lo,1781.0,2018.0,16.0,16.0,0.0,50.96496
1veh_lo,1,lo,1793.0,1007.0,17.0,14.0,500.403055,0.0
1veh_lo,1,lo,1793.0,1247.0,17.0,12.0,0.0,378.1542556
1veh_lo,1,lo,1794.0,978.0,17.0,11.0,173.41732018,0.0
1veh_lo,1,lo,1796.0,1627.0,17.0,14.0,460.640902,0.0
1veh_lo,1,lo,1799.0,1984.0,16.0,16.0,0.0,313.1521848
1veh_lo,1,lo,1800.0,1328.0,16.0,12.0,601.7173382,0.0
1veh_lo,1,lo,1801.0,1959.0,17.0,16.0,0.0,60.16060299
1veh_lo,1,lo,1805.0,1767.0,17.0,15.0,0.0,233.6894968
1veh_lo,1,lo,1805.0,1800.0,17.0,16.0,339.74288,0.0
1veh_lo,1,lo,1813.0,830.0,17.0,9.0,0.0,0.0
1veh_lo,1,lo,1813.0,1808.0,17.0,16.0,0.0,216.8852736
1veh_lo,1,lo,1813.0,2719.0,17.0,20.0,0.0,45.76548399
1veh_lo,1,lo,1815.0,1007.0,16.0,14.0,0.0,311.1864384
1veh_lo,1,lo,1815.0,1787.0,16.0,17.0,0.0,1816.017649
1veh_lo,1,lo,1817.0,1331.0,17.0,12.0,156.3755169,0.0
1veh_lo,1,lo,1820.0,1079.0,17.0,13.0,0.0,84.79394176
1veh_lo,1,lo,1824.0,1823.0,17.0,17.0,0.0,0.0
1veh_lo,1,lo,1824.0,1911.0,17.0,17.0,339.74288,0.0
1veh_lo,1,lo,1824.0,1918.0,17.0,17.0,0.0,27.71223333
1veh_lo,1,lo,1825.0,1051.0,17.0,14.0,312.7510338,0.0
1veh_lo,1,lo,1829.0,1795.0,17.0,17.0,346.83464036,0.0
1veh_lo,1,lo,1831.0,958.0,17.0,11.0,0.0,97.6970576
1veh_lo,1,lo,1831.0,1215.0,17.0,12.0,169.87144,0.0
1veh_lo,1,lo,1831.0,1690.0,17.0,14.0,312.7510338,0.0
1veh_lo,1,lo,1850.0,1653.0,17.0,14.0,446.6513217,0.0
1veh_lo,1,lo,1852.0,2122.0,17.0,17.0,199.02808858,0.0
1veh_lo,1,lo,1853.0,1213.0,17.0,12.0,0.0,253.098138
1veh_lo,1,lo,1853.0,1439.0,17.0,12.0,358.9390056,0.0
1veh_lo,1,lo,1853.0,1542.0,17.0,14.0,86.70866009,0.0
1veh_lo,1,lo,1853.0,2178.0,17.0,16.0,358.9390056,0.0
1veh_lo,1,lo,1854.0,1539.0,17.0,14.0,173.41732018,0.0
1veh_lo,1,lo,1855.0,1697.0,17.0,14.0,0.0,339.8845096
1veh_lo,1,lo,1856.0,1929.0,17.0,17.0,86.70866009,0.0
1veh_lo,1,lo,1865.0,1879.0,17.0,17.0,86.70866009,0.0
1veh_lo,1,lo,1866.0,1442.0,17.0,14.0,199.02808858,0.0
1veh_lo,1,lo,1866.0,1495.0,17.0,14.0,298.54213287,0.0
1veh_lo,1,lo,1876.0,1764.0,17.0,16.0,0.0,239.6035888
1veh_lo,1,lo,1877.0,1859.0,17.0,17.0,0.0,35.26328864
1veh_lo,1,lo,1878.0,1410.0,17.0,12.0,121.6940482,0.0
1veh_lo,1,lo,1883.0,1795.0,17.0,17.0,99.51404429,0.0
1veh_lo,1,lo,1883.0,1894.0,17.0,17.0,264.3936034,0.0
1veh_lo,1,lo,1885.0,1861.0,16.0,16.0,0.0,298.5721833
1veh_lo,1,lo,1889.0,1883.0,17.0,17.0,425.2063204,0.0
1veh_lo,1,lo,1892.0,1508.0,17.0,14.0,77.32233479,0.0
1veh_lo,1,lo,1898.0,1051.0,17.0,14.0,0.0,88.55737816
1veh_lo,1,lo,1898.0,1139.0,17.0,13.0,0.0,99.16308666
1veh_lo,1,lo,1898.0,1620.0,17.0,14.0,0.0,88.55737816
1veh_lo,1,lo,1898.0,1898.0,17.0,17.0,0.0,148.74462999000002
1veh_lo,1,lo,1912.0,1044.0,17.0,14.0,167.99121264,0.0
1veh_lo,1,lo,1913.0,992.0,17.0,14.0,154.64466958,0.0
1veh_lo,1,lo,1945.0,1760.0,16.0,16.0,0.0,397.06302000000005
1veh_lo,1,lo,1967.0,1956.0,16.0,16.0,0.0,0.0
1veh_lo,1,lo,1967.0,2014.0,16.0,16.0,0.0,173.86263334
1veh_lo,1,lo,1971.0,1051.0,16.0,14.0,0.0,56.7755
1veh_lo,1,lo,1999.0,1960.0,16.0,16.0,243.93510068,0.0
1veh_lo,1,lo,2011.0,2009.0,16.0,16.0,152.0609897,0.0
1veh_lo,1,lo,2021.0,1087.0,16.0,13.0,60.98377517,0.0
1veh_lo,1,lo,2021.0,1097.0,16.0,14.0,119.4736684,0.0
1veh_lo,1,lo,2021.0,1615.0,16.0,12.0,252.4483206,0.0
1veh_lo,1,lo,2021.0,1754.0,16.0,16.0,152.0609897,0.0
1veh_lo,1,lo,2025.0,933.0,15.0,15.0,0.0,20.31924466
1veh_lo,1,lo,2025.0,1568.0,15.0,12.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,1749.0,15.0,16.0,0.0,0.0
1veh_lo,1,lo,2025.0,1767.0,15.0,15.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,1967.0,15.0,16.0,0.0,0.0
1veh_lo,1,lo,2025.0,1975.0,15.0,16.0,0.0,0.0
1veh_lo,1,lo,2025.0,1996.0,15.0,16.0,0.0,0.0
1veh_lo,1,lo,2025.0,2006.0,15.0,15.0,0.0,20.31924466
1veh_lo,1,lo,2025.0,2008.0,15.0,15.0,0.0,0.0
1veh_lo,1,lo,2025.0,2010.0,15.0,16.0,0.0,0.0
1veh_lo,1,lo,2025.0,2011.0,15.0,16.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,2013.0,15.0,16.0,0.0,0.0
1veh_lo,1,lo,2025.0,2014.0,15.0,16.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,2021.0,15.0,16.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,2024.0,15.0,15.0,0.0,0.0
1veh_lo,1,lo,2025.0,2025.0,15.0,15.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,2026.0,15.0,15.0,0.0,0.0
1veh_lo,1,lo,2025.0,2027.0,15.0,15.0,0.0,0.0
1veh_lo,1,lo,2025.0,2029.0,15.0,15.0,0.0,20.31924466
1veh_lo,1,lo,2025.0,2039.0,15.0,15.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,2041.0,15.0,15.0,0.0,0.0
1veh_lo,1,lo,2025.0,2046.0,15.0,15.0,0.0,0.0
1veh_lo,1,lo,2025.0,2057.0,15.0,15.0,0.0,0.0
1veh_lo,1,lo,2025.0,2064.0,15.0,16.0,0.0,0.0
1veh_lo,1,lo,2025.0,2065.0,15.0,16.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,2067.0,15.0,16.0,0.0,10.15962233
1veh_lo,1,lo,2025.0,2073.0,15.0,16.0,0.0,0.0
1veh_lo,1,lo,2025.0,2075.0,15.0,16.0,0.0,20.31924466
1veh_lo,1,lo,2025.0,2091.0,15.0,15.0,0.0,0.0
1veh_lo,1,lo,2025.0,2557.0,15.0,20.0,0.0,20.31924466
1veh_lo,1,lo,2030.0,1327.0,15.0,12.0,138.2968855,0.0
1veh_lo,1,lo,2030.0,1328.0,15.0,12.0,138.2968855,0.0
1veh_lo,1,lo,2078.0,1908.0,16.0,17.0,204.1069075,0.0
1veh_lo,1,lo,2080.0,1175.0,16.0,12.0,0.0,287.9728616
1veh_lo,1,lo,2152.0,1580.0,17.0,12.0,76.63779289,0.0
1veh_lo,1,lo,2155.0,2118.0,17.0,16.0,112.8773313,0.0
1veh_lo,1,lo,2182.0,2135.0,16.0,17.0,0.0,353.4673932
1veh_lo,1,lo,2188.0,1244.0,14.0,14.0,86.22417237,0.0
1veh_lo,1,lo,2188.0,1643.0,14.0,14.0,86.22417237,0.0
1veh_lo,1,lo,2318.0,979.0,19.0,12.0,133.04802996,0.0
1veh_lo,1,lo,2384.0,2659.0,19.0,20.0,0.0,24.52718333
1veh_lo,1,lo,2384.0,2909.0,19.0,21.0,0.0,24.52718333
1veh_lo,1,lo,2514.0,2519.0,20.0,20.0,115.42878888,0.0
1veh_lo,1,lo,2525.0,2911.0,20.0,21.0,0.0,339.0350576
1veh_lo,1,lo,2561.0,2541.0,20.0,20.0,331.35434108,0.0
1veh_lo,1,lo,2596.0,1573.0,20.0,12.0,69.36491915,0.0
1veh_lo,1,lo,2596.0,2606.0,20.0,20.0,114.3596438,0.0
1veh_lo,1,lo,2597.0,1028.0,20.0,13.0,50.17703213,0.0
1veh_lo,1,lo,2601.0,1892.0,20.0,17.0,0.0,145.132944
1veh_lo,1,lo,2601.0,3008.0,20.0,21.0,169.65360766,0.0
1veh_lo,1,lo,2624.0,2551.0,20.0,20.0,124.5855814,0.0
1veh_lo,1,lo,2624.0,2780.0,20.0,20.0,62.97097166,0.0
1veh_lo,1,lo,2660.0,2665.0,20.0,20.0,0.0,118.54841001
1veh_lo,1,lo,2660.0,2687.0,20.0,20.0,0.0,0.0
1veh_lo,1,lo,2660.0,2701.0,20.0,20.0,0.0,0.0
1veh_lo,1,lo,2660.0,2728.0,20.0,20.0,0.0,39.51613667
1veh_lo,1,lo,2660.0,2755.0,20.0,20.0,0.0,39.51613667
1veh_lo,1,lo,2664.0,2751.0,20.0,20.0,0.0,502.7899168
1veh_lo,1,lo,2664.0,2998.0,20.0,21.0,0.0,217.019216
1veh_lo,1,lo,2671.0,2149.0,20.0,16.0,54.49488138,0.0
1veh_lo,1,lo,2671.0,3523.0,20.0,25.0,0.0,158.06454668
1veh_lo,1,lo,2694.0,2702.0,20.0,20.0,155.8622401,0.0
1veh_lo,1,lo,2717.0,1257.0,20.0,14.0,126.49658934,0.0
1veh_lo,1,lo,2721.0,2835.0,20.0,21.0,179.76779074,0.0
1veh_lo,1,lo,2729.0,2729.0,20.0,20.0,229.4283266,0.0
1veh_lo,1,lo,2735.0,2762.0,20.0,20.0,111.1098927,0.0
1veh_lo,1,lo,2736.0,2735.0,20.0,20.0,0.0,157.41158
1veh_lo,1,lo,2736.0,2981.0,20.0,21.0,0.0,180.194835
1veh_lo,1,lo,2738.0,2981.0,20.0,21.0,143.8613697,0.0
1veh_lo,1,lo,2751.0,2759.0,20.0,20.0,0.0,5.084542
1veh_lo,1,lo,2751.0,2781.0,20.0,20.0,0.0,0.0
1veh_lo,1,lo,2752.0,2623.0,20.0,20.0,0.0,0.0
1veh_lo,1,lo,2752.0,2741.0,20.0,20.0,0.0,5.084542
1veh_lo,1,lo,2752.0,2744.0,20.0,20.0,0.0,20.338168
1veh_lo,1,lo,2752.0,2751.0,20.0,20.0,0.0,10.169084
1veh_lo,1,lo,2752.0,2762.0,20.0,20.0,0.0,5.084542
1veh_lo,1,lo,2752.0,2763.0,20.0,20.0,0.0,0.0
1veh_lo,1,lo,2752.0,2767.0,20.0,20.0,0.0,5.084542
1veh_lo,1,lo,2752.0,2773.0,20.0,20.0,0.0,0.0
1veh_lo,1,lo,2752.0,2775.0,20.0,20.0,0.0,5.084542
1veh_lo,1,lo,2752.0,2778.0,20.0,20.0,0.0,0.0
1veh_lo,1,lo,2759.0,1987.0,20.0,16.0,137.45081532,0.0
1veh_lo,1,lo,2765.0,2543.0,20.0,20.0,126.85276262,0.0
1veh_lo,1,lo,2767.0,2931.0,20.0,21.0,205.0856782,0.0
1veh_lo,1,lo,2771.0,2780.0,20.0,20.0,287.7227394,0.0
1veh_lo,1,lo,2771.0,2789.0,20.0,20.0,495.7940463,0.0
1veh_lo,1,lo,2771.0,2850.0,20.0,21.0,444.4395708,0.0
1veh_lo,1,lo,2775.0,2848.0,20.0,21.0,0.0,184.22158002
1veh_lo,1,lo,2779.0,1668.0,20.0,17.0,63.24829467,0.0
1veh_lo,1,lo,2779.0,3523.0,20.0,25.0,126.49658934,0.0
1veh_lo,1,lo,2803.0,2856.0,21.0,21.0,0.0,162.1847448
1veh_lo,1,lo,2809.0,2905.0,21.0,21.0,0.0,210.4302
1veh_lo,1,lo,2810.0,2806.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2810.0,2923.0,21.0,21.0,0.0,122.66443335
1veh_lo,1,lo,2811.0,2763.0,21.0,20.0,0.0,121.7076582
1veh_lo,1,lo,2811.0,2836.0,21.0,21.0,0.0,212.6386672
1veh_lo,1,lo,2815.0,2899.0,21.0,21.0,130.31413414,0.0
1veh_lo,1,lo,2818.0,2990.0,21.0,21.0,58.02536725,0.0
1veh_lo,1,lo,2824.0,2915.0,21.0,21.0,287.7227394,0.0
1veh_lo,1,lo,2831.0,2834.0,21.0,21.0,182.82458664,0.0
1veh_lo,1,lo,2831.0,2931.0,21.0,21.0,182.82458664,0.0
1veh_lo,1,lo,2832.0,1474.0,21.0,14.0,157.02933916,0.0
1veh_lo,1,lo,2841.0,1007.0,21.0,14.0,87.14674812,0.0
1veh_lo,1,lo,2841.0,2860.0,21.0,21.0,174.29349624,0.0
1veh_lo,1,lo,2844.0,2553.0,21.0,20.0,182.82458664,0.0
1veh_lo,1,lo,2845.0,2132.0,21.0,17.0,97.43300294,0.0
1veh_lo,1,lo,2845.0,2827.0,21.0,21.0,97.43300294,0.0
1veh_lo,1,lo,2846.0,2846.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2846.0,2870.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2846.0,2960.0,21.0,21.0,0.0,198.1602333
1veh_lo,1,lo,2846.0,2962.0,21.0,21.0,0.0,594.4806999
1veh_lo,1,lo,2846.0,2966.0,21.0,21.0,198.09886656,198.1602333
1veh_lo,1,lo,2846.0,3041.0,21.0,22.0,0.0,198.1602333
1veh_lo,1,lo,2847.0,1454.0,21.0,14.0,89.2383674,0.0
1veh_lo,1,lo,2847.0,2850.0,21.0,21.0,277.9206674,0.0
1veh_lo,1,lo,2847.0,2857.0,21.0,21.0,89.2383674,0.0
1veh_lo,1,lo,2847.0,3158.0,21.0,22.0,0.0,295.1333414
1veh_lo,1,lo,2849.0,1177.0,21.0,12.0,0.0,424.7097968
1veh_lo,1,lo,2855.0,2662.0,21.0,20.0,198.09886656,0.0
1veh_lo,1,lo,2855.0,2839.0,21.0,21.0,0.0,19.27195333
1veh_lo,1,lo,2855.0,2860.0,21.0,21.0,198.09886656,0.0
1veh_lo,1,lo,2855.0,2891.0,21.0,21.0,53.90335322,0.0
1veh_lo,1,lo,2855.0,2907.0,21.0,21.0,0.0,42.54469701
1veh_lo,1,lo,2855.0,2914.0,21.0,21.0,145.30480202,0.0
1veh_lo,1,lo,2855.0,2981.0,21.0,21.0,53.90335322,0.0
1veh_lo,1,lo,2855.0,3033.0,21.0,21.0,0.0,129.33587888
1veh_lo,1,lo,2856.0,2833.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2856.0,2840.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2856.0,2841.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2856.0,2845.0,21.0,21.0,0.0,19.27195333
1veh_lo,1,lo,2856.0,2867.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2856.0,3045.0,21.0,22.0,0.0,0.0
1veh_lo,1,lo,2863.0,2713.0,21.0,20.0,107.80670644,0.0
1veh_lo,1,lo,2868.0,2800.0,21.0,21.0,0.0,128.63688335
1veh_lo,1,lo,2874.0,2931.0,21.0,21.0,61.26558596,0.0
1veh_lo,1,lo,2874.0,2966.0,21.0,21.0,198.09886656,0.0
1veh_lo,1,lo,2874.0,3052.0,21.0,22.0,198.09886656,0.0
1veh_lo,1,lo,2876.0,3069.0,21.0,22.0,56.54174415,0.0
1veh_lo,1,lo,2883.0,2931.0,21.0,21.0,146.1967933,0.0
1veh_lo,1,lo,2884.0,2067.0,21.0,16.0,202.2899422,0.0
1veh_lo,1,lo,2884.0,2104.0,21.0,16.0,99.04943328,0.0
1veh_lo,1,lo,2884.0,2824.0,21.0,21.0,0.0,87.5480043
1veh_lo,1,lo,2884.0,2836.0,21.0,21.0,198.09886656,0.0
1veh_lo,1,lo,2884.0,2851.0,21.0,21.0,198.09886656,0.0
1veh_lo,1,lo,2884.0,2875.0,21.0,21.0,99.04943328,0.0
1veh_lo,1,lo,2884.0,2930.0,21.0,21.0,99.04943328,0.0
1veh_lo,1,lo,2884.0,2963.0,21.0,21.0,0.0,183.37378002
1veh_lo,1,lo,2893.0,2966.0,21.0,21.0,0.0,6.333109333
1veh_lo,1,lo,2899.0,2009.0,21.0,16.0,0.0,7291.465536
1veh_lo,1,lo,2899.0,3028.0,21.0,21.0,229.9191258,0.0
1veh_lo,1,lo,2900.0,1102.0,21.0,14.0,0.0,62.64090333
1veh_lo,1,lo,2900.0,3052.0,21.0,22.0,202.2899422,0.0
1veh_lo,1,lo,2903.0,1064.0,21.0,12.0,91.41229332,0.0
1veh_lo,1,lo,2903.0,2739.0,21.0,20.0,101.1449711,0.0
1veh_lo,1,lo,2903.0,2897.0,21.0,21.0,91.41229332,0.0
1veh_lo,1,lo,2903.0,2931.0,21.0,21.0,91.41229332,0.0
1veh_lo,1,lo,2903.0,3018.0,21.0,21.0,256.4917812,0.0
1veh_lo,1,lo,2903.0,3033.0,21.0,21.0,384.7376718,0.0
1veh_lo,1,lo,2906.0,2842.0,21.0,21.0,548.6512268,0.0
1veh_lo,1,lo,2906.0,2970.0,21.0,21.0,0.0,140.0084008
1veh_lo,1,lo,2910.0,2838.0,21.0,21.0,0.0,16.86303
1veh_lo,1,lo,2910.0,2918.0,21.0,21.0,477.3858884,0.0
1veh_lo,1,lo,2915.0,2914.0,21.0,21.0,0.0,27.489962
1veh_lo,1,lo,2915.0,2917.0,21.0,21.0,0.0,27.489962
1veh_lo,1,lo,2915.0,2931.0,21.0,21.0,0.0,68.72490499999999
1veh_lo,1,lo,2915.0,2963.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2915.0,2990.0,21.0,21.0,181.36474896,0.0
1veh_lo,1,lo,2915.0,2998.0,21.0,21.0,0.0,82.41774704
1veh_lo,1,lo,2915.0,3028.0,21.0,21.0,254.4437176,0.0
1veh_lo,1,lo,2916.0,2963.0,21.0,21.0,0.0,164.1413648
1veh_lo,1,lo,2916.0,2966.0,21.0,21.0,263.445428,0.0
1veh_lo,1,lo,2916.0,2981.0,21.0,21.0,0.0,135.36463468
1veh_lo,1,lo,2917.0,2911.0,21.0,21.0,210.4970374,0.0
1veh_lo,1,lo,2920.0,2924.0,21.0,21.0,0.0,202.1699562
1veh_lo,1,lo,2921.0,958.0,21.0,11.0,0.0,97.02642
1veh_lo,1,lo,2924.0,2981.0,21.0,21.0,0.0,26.29553667
1veh_lo,1,lo,2924.0,2983.0,21.0,21.0,56.09026346,52.59107334
1veh_lo,1,lo,2925.0,3027.0,21.0,21.0,0.0,52.093905989999996
1veh_lo,1,lo,2927.0,3002.0,21.0,21.0,144.58121766,0.0
1veh_lo,1,lo,2929.0,2745.0,21.0,20.0,133.4489482,0.0
1veh_lo,1,lo,2929.0,2853.0,21.0,21.0,142.238328,0.0
1veh_lo,1,lo,2930.0,1078.0,21.0,13.0,0.0,40.581535
1veh_lo,1,lo,2931.0,2931.0,21.0,21.0,182.82458664,0.0
1veh_lo,1,lo,2943.0,2850.0,21.0,21.0,112.18052692,0.0
1veh_lo,1,lo,2946.0,2664.0,21.0,20.0,112.18052692,0.0
1veh_lo,1,lo,2960.0,2078.0,21.0,16.0,0.0,173.0562864
1veh_lo,1,lo,2960.0,2823.0,21.0,21.0,0.0,55.06051
1veh_lo,1,lo,2960.0,2891.0,21.0,21.0,0.0,220.24204
1veh_lo,1,lo,2960.0,2893.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2960.0,2894.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2960.0,2917.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2960.0,2958.0,21.0,21.0,0.0,16.405094
1veh_lo,1,lo,2960.0,2962.0,21.0,21.0,0.0,182.902164
1veh_lo,1,lo,2960.0,2965.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2960.0,2966.0,21.0,21.0,210.4970374,116.065977344
1veh_lo,1,lo,2960.0,3004.0,21.0,21.0,0.0,220.24204
1veh_lo,1,lo,2960.0,3007.0,21.0,21.0,0.0,16.405094
1veh_lo,1,lo,2960.0,3153.0,21.0,22.0,0.0,29.705
1veh_lo,1,lo,2960.0,3154.0,21.0,22.0,0.0,89.115
1veh_lo,1,lo,2961.0,2860.0,21.0,21.0,127.2218588,0.0
1veh_lo,1,lo,2961.0,2861.0,21.0,21.0,0.0,242.2071
1veh_lo,1,lo,2961.0,2966.0,21.0,21.0,238.1981428,189.444402
1veh_lo,1,lo,2962.0,2963.0,21.0,21.0,0.0,6.333109333
1veh_lo,1,lo,2962.0,2966.0,21.0,21.0,263.445428,0.0
1veh_lo,1,lo,2963.0,998.0,21.0,14.0,205.2320874,0.0
1veh_lo,1,lo,2963.0,1871.0,21.0,16.0,190.2419538,0.0
1veh_lo,1,lo,2963.0,1949.0,21.0,16.0,95.1209769,0.0
1veh_lo,1,lo,2963.0,2545.0,21.0,20.0,190.2419538,0.0
1veh_lo,1,lo,2963.0,2702.0,21.0,20.0,102.6160437,0.0
1veh_lo,1,lo,2963.0,2763.0,21.0,20.0,0.0,119.5946184
1veh_lo,1,lo,2963.0,2835.0,21.0,21.0,0.0,23.35297334
1veh_lo,1,lo,2963.0,2841.0,21.0,21.0,181.36474896,0.0
1veh_lo,1,lo,2963.0,2868.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2963.0,2875.0,21.0,21.0,0.0,92.68981335
1veh_lo,1,lo,2963.0,2908.0,21.0,21.0,0.0,0.0
1veh_lo,1,lo,2963.0,2910.0,21.0,21.0,0.0,25.538445999000004
